#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Aufnahmedatum;BHD (cm);Schaftlänge (m);Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge (m);Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Wert [CHF];
241;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
242;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
243;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
244;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
245;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;49;Tanne;1;Tanne_1_49;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);49;Tanne;1;Tanne_1_49;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
246;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
247;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
248;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
249;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
250;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;50;Tanne;1;Tanne_2_50;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);50;Tanne;1;Tanne_2_50;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
251;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
252;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
253;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
254;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
255;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;51;Fichte;0;Fichte_1_51;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);51;Fichte;0;Fichte_1_51;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
256;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
257;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
258;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
259;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
260;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;52;Fichte;0;Fichte_2_52;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);52;Fichte;0;Fichte_2_52;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
261;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
262;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
263;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
264;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
265;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;53;Fichte;0;Fichte_3_53;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);53;Fichte;0;Fichte_3_53;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
266;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
267;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
268;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
269;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
270;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;54;Tanne;1;Tanne_1_54;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);54;Tanne;1;Tanne_1_54;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
271;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
272;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
273;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
274;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
275;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;55;Tanne;1;Tanne_2_55;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);55;Tanne;1;Tanne_2_55;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
276;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
277;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
278;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
279;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
280;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;56;Fichte;0;Fichte_1_56;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);56;Fichte;0;Fichte_1_56;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
281;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
282;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
283;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
284;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
285;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;57;Fichte;0;Fichte_2_57;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);57;Fichte;0;Fichte_2_57;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
286;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
287;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
288;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
289;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
290;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;58;Fichte;0;Fichte_3_58;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);58;Fichte;0;Fichte_3_58;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
291;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
292;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
293;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
294;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
295;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;59;Tanne;1;Tanne_1_59;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);59;Tanne;1;Tanne_1_59;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
296;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
297;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
298;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
299;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
300;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;60;Tanne;1;Tanne_2_60;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);60;Tanne;1;Tanne_2_60;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
301;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
302;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
303;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
304;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
305;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;61;Fichte;0;Fichte_1_61;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);61;Fichte;0;Fichte_1_61;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
306;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
307;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
308;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
309;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
310;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;62;Fichte;0;Fichte_2_62;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);62;Fichte;0;Fichte_2_62;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
311;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
312;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
313;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
314;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
315;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;63;Fichte;0;Fichte_3_63;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);63;Fichte;0;Fichte_3_63;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
316;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
317;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
318;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
319;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
320;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;64;Tanne;1;Tanne_1_64;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);64;Tanne;1;Tanne_1_64;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
321;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
322;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
323;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
324;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
325;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;65;Tanne;1;Tanne_2_65;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);65;Tanne;1;Tanne_2_65;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
326;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
327;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
328;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
329;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
330;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;66;Fichte;0;Fichte_1_66;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);66;Fichte;0;Fichte_1_66;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
331;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
332;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
333;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
334;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
335;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;67;Fichte;0;Fichte_2_67;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);67;Fichte;0;Fichte_2_67;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
336;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
337;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
338;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
339;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
340;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;68;Fichte;0;Fichte_3_68;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);68;Fichte;0;Fichte_3_68;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
341;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
342;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
343;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
344;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
345;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;69;Tanne;1;Tanne_1_69;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);69;Tanne;1;Tanne_1_69;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
346;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
347;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
348;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
349;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
350;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;70;Tanne;1;Tanne_2_70;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);70;Tanne;1;Tanne_2_70;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
351;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
352;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
353;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
354;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
355;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;71;Fichte;0;Fichte_1_71;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);71;Fichte;0;Fichte_1_71;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
356;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
357;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
358;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
359;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
360;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;72;Fichte;0;Fichte_2_72;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);72;Fichte;0;Fichte_2_72;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
361;73;Fichte;0;Fichte_3_73;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
362;73;Fichte;0;Fichte_3_73;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
363;73;Fichte;0;Fichte_3_73;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
